# Os Fungos do Bosque  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| **Ficheiros de origem:** s27_-_2025-07-10.md, s27_-_o_museu_das_maravilhas_sombras.md, s27_-_resumo_o_museu_das_maravilhas_sombras.md, s27_-_10_07_resumo_sessao_andre_maia_10_07_1.md, s27_-_10_07_sessao_maia17_07_1.md, s27_-_2025-07-10.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |




















<!-- ==== s28_idolo_de_lady_scale_bullet.md ==== -->

# O Ídolo de Lady Scale / The Idol of Lady Scale

## 📌 Bullet Points  
**Sessão 28 — O Ídolo de Lady Scale / The Idol of Lady Scale**

| Português                                                                                                                                                                                                           | English                                                                                                                                                                                                    |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| **Introdução:** Os aventureiros conhecem Lady Silvra, que possui um título de propriedade e uma carta enigmática.                                                                                                   | **Introduction:** The adventurers meet Lady Silvra, who holds a property title and a mysterious letter.                                                                                                    |
| **Cena 1: Solar de Lady Silvra**- A carta está escrita em dracónico arcaico.- A missão é descobrir o paradeiro da propriedade mencionada.                                                                           | **Scene 1: Lady Silvra’s Manor**- The letter is written in archaic Draconic.- The quest is to find the estate's location.                                                                                  |
| **Cena 2: Pesquisa Urbana**- Wenla, uma livreira gnoma, dá pistas vagas sobre uma antiga estância.- A Grande Biblioteca revela mais sobre o passado do local.- Eldric marca aulas de Infernal com a curadora Lyral. | **Scene 2: Urban Research**- Wenla, a gnome bookseller, gives vague hints about an old spa.- The Great Library reveals more about the site’s history.- Eldric secures Infernal lessons with curator Lyral. |
| **Cena 3: Viagem e Emboscada**- O grupo parte da cidade em direção às terras altas.- São emboscados por goblins numa estrada florestal.- Após batalha, o chefe escapa.                                              | **Scene 3: Travel and Ambush**- The group leaves the city toward the highlands.- They are ambushed by goblins on a forest road.- After battle, the boss escapes.                                           |
| **NPCs:** Lady Silvra Malren, Wenla Frott, Mistress Lyral Quil, Chefe Goblin                                                                                                                                        | **NPCs:** Lady Silvra Malren, Wenla Frott, Mistress Lyral Quil, Goblin Boss                                                                                                                                |
| **Data:** 2025-07-17                                                                                                                                                                                                |                                                                                                                                                                                                            |


<!-- ==== s28_o_museu_das_maravilhas_sombras_bullet.md ==== -->

# O Museu das Maravilhas Sombras: Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Eirwen chega via portal e junta-se ao grupo no museu, reconhecida por Ulma.<br>- Descobrem Zahel desaparecido; Mimic, que os guiava pelos túneis, não é culpado.<br>- Seguem o Mimic (que se transforma em carro de brincar) por salas secretas.<br>- Libertam Ketrich, preso num tubo com líquido verde; Ulma quase parte o tubo, Eirwen resolve no painel de controlo.<br>- Enfrentam um mezzoloth, demasiado forte para derrotar, e conseguem prendê-lo no tubo com ajuda de Zael.<br>- Robot de seis cabeças enfrenta o grupo; conseguem empurrá-lo para um buraco negro usando tentáculos mágicos.<br>- Mimic adquire capacete de comunicação e revela ser um príncipe amaldiçoado.<br>- Descobrem sala de descanso, fazem short rest; Mimic diz que era príncipe de um reino canibal.<br>- Encontram laboratório de Darsen, tentam enganar o curador mas acabam em combate.<br>- Darsen usa magia psíquica e canto; Mimic é destruído.<br>- Darsen tenta ressuscitar esposa entregando almas a um demónio, mas é traído por Raelith, que possui seu corpo.<br>- Usam Crânio Abissal para banir o demónio com ajuda da esposa de Darsen.<br>- Grupo saqueia caixa registadora e apanha gemas cursed soul (falsas), foge do museu.<br>- Leo faz funeral viking aos peluches (descobrem que eram animais reais empalhados).<br>- Zael leva restos do Mimic para estudar, pede que o procurem nos bairros baixos.<br>- Grupo retorna à taverna para long rest.<br> | - Eirwen arrives via portal and joins the group, recognized by Ulma.<br>- Discover Zahel is missing; Mimic guiding them is not responsible.<br>- Follow the Mimic (who becomes a toy car) through secret rooms.<br>- Free Ketrich from a tube of green goo; Ulma nearly smashes it, Eirwen solves it via the control panel.<br>- Face a mezzoloth, too strong to kill, manage to trap it in the tube with Zaels help.<br>- Six-headed robot fights group; they push it into a black hole using magic tentacles.<br>- Mimic gains telepathic helmet, claims to be a cursed prince.<br>- Find rest chamber, take short rest; Mimic explains his kingdom was cannibal.<br>- Find Darsens lab, try to trick curator but end up fighting.<br>- Darsen uses psychic magic and song; Mimic is destroyed.<br>- Darsen tries to revive his wife by giving souls to a demon, but is betrayed by Raelith who possesses him.<br>- Use Abyssal Skull to banish the demon with Darsens wifes help.<br>- Group loots cash register, grabs cursed soul gems (fake), escapes the museum.<br>- Leo gives the plushies a viking funeral (they realize they were real taxidermied animals).<br>- Zael takes Mimics remains to study, asks to be found in the Lower Quarters.<br>- Group returns to tavern for long rest.<br> |
| **NPCs:** Eirwen, Leo, Ketrich, Ulma, Zael, Mimic (príncipe), Darsen, Raelith (demónio), esposa de Darsen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | **NPCs:** Eirwen, Leo, Ketrich, Ulma, Zael, Mimic (prince), Darsen, Raelith (demon), Darsens wife                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| **Loot:** Crânio Abissal, 100 PO por PC, gema falsa (30 PO) por PC, poções, peluches empalhados (funeral), capacete telepático, items mágicos não recuperados                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | **Loot:** Abyssal Skull, 100 GP per PC, fake gem (30 GP) per PC, potions, stuffed plushies (funeral), telepathic helmet, unrecovered magic items                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| **Data:** 2025-07-17                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | **Date:** 2025-07-17                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| **Ficheiros de origem:** s28_-_2025-07-17.md, s28_-_resumo_da_sessao_28_-_2025-07-17.md, s28_-_2025-07-17.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |




















<!-- ==== s29_a_expedicao_aos_esgotos_de_greyhawk_bullet.md ==== -->

# A Expedição aos Esgotos de Greyhawk: Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - O grupo reúne-se na taverna e recebe do taberneiro a missão de mapear os esgotos da cidade em troca de recompensa em ouro.<br>- Possibilidade de ganhar prémios no Coliseu é mencionada.<br>- Longa discussão, votação e tentativa falhada de negociar adiantamento.<br>- Ulma compra a bebida mais forte da casa (95% álcool) para guardar.<br>- Grix embebeda-se, Eirwen desmaia de tão bêbada; Ulma cuida de Eirwen.<br>- Grupo segue para os esgotos a partir do Gardens Quarter.<br>- Tentativa de desvio ao templo do patrono de Grix, mas regressam.<br>- Guardados são convencidos por Vaunia a deixar o grupo passar.<br>- Chegada à fonte/entrada dos esgotos, entrada atrapalhada e cómica.<br>- Encontro com taberna luxuosa The Golden Dragons Tavern ignorado, seguem pela fonte.<br>- Entrada individual pela fonte, alguns caem uns em cima dos outros.<br>- Ulma falha a corda, cai em cima de Asinius; Eirwen cai sobre ambos.<br>- Ulma e Asinius abrem porta de válvula para prosseguir.<br>- Avançam até ouvirem barcos e avistam luz.<br>- Encontram piratas Orquídeas Negras e o capitão Ralph; discussão e convite para banquete.<br>- Desconfiança leva a combate: Vaunia atira seta mágica, Grix tenta feitiço sem sucesso.<br>- Ralph e tripulação são poupados após o combate.<br>- Ralph é forçado a beber bebida de Ulma e desmaia.<br>- O grupo recupera um anel brilhante de dentro de um excremento no esgoto (com muitos falhanços hilariantes!).<br>- Levam Ralph inconsciente à guarda, descobrindo que ele é um nobre disfarçado e as Orquídeas são crianças de rua.<br>- Recompensa recebida: 33 PO da polícia, 200 PO do taberneiro, +10 PO pelo anel.<br>- Ulma fica com as roupas de pirata de Ralph, por coincidência do seu tamanho.<br> | - The group meets at the tavern and receives a mission from the bartender: map the city sewers for gold.<br>- Mention of possible prizes at the Coliseum.<br>- Long debate, vote, and failed attempt to negotiate advance payment.<br>- Ulma buys the strongest drink in the house (95% alcohol) to keep.<br>- Grix gets tipsy, Eirwen passes out from drunkenness; Ulma looks after Eirwen.<br>- Group heads to the sewers from the Gardens Quarter.<br>- Attempted detour to Grixs patrons temple, but they return.<br>- Vaunia convinces guards to let the group pass.<br>- Reach the fountain/sewer entrance, enter in a clumsy, comic fashion.<br>- Notice a fancy tavern (The Golden Dragons Tavern) but ignore it for the fountain.<br>- Individual entry through the fountain, some fall on top of each other.<br>- Ulma fails rope check, lands on Asinius; Eirwen falls on both.<br>- Ulma and Asinius open valve door to proceed.<br>- Advance until hearing boats and seeing light.<br>- Encounter with Black Orchids pirates and Captain Ralph; discussion and banquet invite.<br>- Suspicion leads to combat: Vaunia fires magic arrow, Grixs spell fails.<br>- Ralph and crew are spared after combat.<br>- Ralph is forced to drink Ulmas liquor and faints.<br>- Group retrieves a shining ring from sewage (many failed attempts, hilarity ensues).<br>- Take Ralph, unconscious, to the guards, discovering hes a noble in disguise and the Orchids are street kids.<br>- Reward: 33 GP from police, 200 GP from bartender, +10 GP from the ring.<br>- Ulma keeps Ralphs pirate clothes, coincidentally her size.<br> |
| **NPCs:** Taberneiro, Guardas, Ralph (capitão), tripulação Orquídeas Negras                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | **NPCs:** Bartender, Guards, Ralph (captain), Black Orchids crew                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| **Loot:** 33 PO (cada), 200 PO (cada), anel (vendido por +10 PO cada), roupas de pirata de Ralph, bebida forte                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | **Loot:** 33 GP (each), 200 GP (each), ring (sold for +10 GP each), Ralphs pirate clothes, strong liquor                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| **Data:** 2025-07-24                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | **Date:** 2025-07-24                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| **Ficheiros de origem:** s29_-_2025-07-24.md, s29_-_resumo_da_sessao_29_-_2025-07-24.md, s29_-_2025-07-24.txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
